label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	-457 m/s	0.9467	rabbit	ferret	Reilly	-214	0.4005	bird	308	2082	769	1.3035	1649	539 mph
4	343 m/s	1.0486	fish	guinea pig	Chris	657	-0.4586	hamster	1580	1058	995	?	-146	1655 mph
1	253 m/s	0.9074	rabbit	fish, pig	Andrew	1507	0.823	chicken	1118	1268	1913	-0.2624	-539	830 mph
4	-85 m/s	1.4123	fish	guinea pig	Vani	637	0.6829	hamster	833	218	641	-1.2381	2277	257 mph
4	577 m/s	1.279	fish	chicken	Vani, Chris	-15		hamster	716	199	156	-1.5966	-17	-193 mph
3	-130 m/s	0.1967	dog	bird	Lise	-1077	0.434	ferret	143	841	867	-0.0398	52	-440 mph
0	1730 m/s	1.1937	cat	cat	Reilly	479	1.194	dog	452	968	545	1.3146	3086	598 mph
0	-432 m/s	2.0163	cat	reptile, rabbit	Reilly	21	0.1947	bird	529	1318	397	-0.1348	-1041	835 mph
1	237 m/s	1.3185	rabbit	pig	Eriq, Andrew	490	1.6083	fish	235	1611	461	-0.2577	1180	763 mph
3	1557 m/s	-0.5669	ferret	hamster	Lise	1735	0.0332	ferret	1904	165	580	1.9737	2557	569 mph
2	1005 m/s	None	reptile	ferret	Fabrice, Michael	NULL	2.0761	pig	803	1595	333	-0.312	-475	-213 mph
1	-123 m/s	-0.1365	rabbit	pig, fish	Tony, Eriq	-94	-0.3837	reptile	1919	?	-27	0.348	-371	651 mph
1	1400 m/s	1.2789	rabbit	pig	Eriq, Andrew	1423	0.879	hamster	145	2001	891	0.025	-591	1434 mph
2	479 m/s	1.3468	chicken	ferret	None	41	-0.2598	pig	497	1734	134	0.9042	-677	302 mph
4	1191 m/s	1.5499	fish	chicken	Tony, Andrew	-106	0.6674	HAMSTER	938	1422	121	0.2566	3540	504 mph
1	1148 m/s	2.1272	rabbit	pig, fish	Andrew	1142	0.2949	chicken	704	1888	477	0.0719	297	628 mph
2	86 m/s	0.2385	dog	ferret	Fabrice	849	0.3729	pig	503	-354	-191	0.1574	706	2330 mph
4	195 m/s	0.1067	fish	chicken	Chris, Sam	1372	-0.9621	bird	758	1204	-393	1.1255	1331	669 mph
0	309 m/s	1.2499	cat	cat	Inan	180	0.0251	bird	833	1776	-148	1.6681	1213	1570 mph
1	-468 m/s	N/A	reptile	pig, fish	Tony, Andrew	-775	-0.3046	chicken	1552	1877	1986	1.1352	-117	1435 mph
4	844 m/s	1.6494	fish	chicken	Reilly	145	1.7309	hamster	-1218	1219	1165	0.48	831	652 mph
3	2532 m/s	1.2467	bird	Ferret	Lise	-162	-0.1803	rabbit	-44	-883	209	1.5085	5	865 mph
3	840 m/s	0.9156	ferret	hamster	Lise	951	0.5877	ferret	-153	-1481	212	0.7829	1791	1983 mph
3	490 m/s	0.5981	bird	Bird	Lise	689	0.3338	ferret	50	-234	-117	0.4306	-1272	1132 mph
4	-2023 m/s	0.478	fish	guinea pig	Vani	-219	1.5404	hamster	766	-2431	1573	-0.2813	1928	792 mph
2	-661 m/s	0.4385	chicken	ferret	Fabrice, Inan	240	0.6269	pig	1595	2194	549	1.2807	-562	491 mph
0	-116 m/s	0.59	cat	cat, dog	rEILLY	1448	0.3695	bird	678	228	-45	-0.5239	471	1921 mph
2	842 m/s	-1.5733	cat	ferret	Fabrice	1952	0.8672	bird	1186	636	1164	1.4071	-98	1382 mph
0	401 m/s	-0.4102	cat	cat	Reilly	1148	-1.2606	dog	-44	691	1512	1.1798	2390	94 mph
3	961 m/s	-0.615	bird	bird	Lise	2	1.2744	rabbit	1167	-2586	1620	0.2094	-764	1222 mph
0	370 m/s	1.9723	Rabbit	reptile, dog	Reilly	-147	1.1242	dog	31	1194	-478	2.2411	-41	1964 mph
3	-332 m/s	0.9231	hamster	hamster	Lise	717	-0.899	rabbit	1839	NULL	1157	0.2883	1979	1769 mph
3	544 m/s	1.1327	rat	hamster	Lise	110	0.9497	ferret	1348	382	1139	0.3671	-654	23 mph
3	1365 m/s	0.4468	ferret	bird	Lise	794	0.9271	rabbit	-738	-539	-146	0.2287	-1326	363 mph
4	1571 m/s	1.5819	fish	GUINEA PIG	Inan, Fabrice	194	-0.9643	hamster	423	458	482	0.6473	2031	NULL
4	199 m/s	0.6596	fish	chicken	Fabrice, Michael	1170		hamster	900	-666	105	-1.052	-56	-435 mph
1	518 m/s	0.7413	rabbit	rat, fish	Eriq, Andrew	454	-0.536	fish	246	168	1022	0.7831	-1236	16 mph
3	1143 m/s	0.9468	ferret	bird	Lise	627	0.7207	rabbit	-763	2485	-992	1.6633	1301	747 mph
2	-312 m/s	0.5294	chicken	ferret	Michael	-628	0.5448	pig	438	2404	1131	-0.9952	1782	332 mph
1	775 m/s	0.5794	reptile	pig, rat	Andrew, Eriq	1598	0.6029	chicken	1001	964	1161	-0.5278	-2435	-374 mph
3	1412 m/s	-0.1246	hamster	bird	Lise	174	0.7448	ferret	-239	-202	815	-0.2837	540	946 mph
0	902 m/s	2.0228	pig	CAT, DOG	Reilly	1184	-0.1037	bird	-713	803	812	1.411	-606	626 mph
4	-322 m/s	1.6946	fish	guinea pig	Chris	139	1.6513	hamster	1426	1442	634	0.0528	-952	1510 mph
0	1021 m/s	0.3974	pig	reptile, dog	Reilly	165	0.3963	rabbit	-318	1700	-489	1.5867	1601	323 mph
0	255 m/s	1.2066	cat	dog, rabbit, reptile	Reilly	631	-0.5396	bird	487	1158	781	-0.0471	1277	252 mph
1	-511 m/s	1.5705	rabbit	rat, fish	Andrew, Tony	250	0.1306	rat	-18	1223	1087	0.0566	1931	-629 mph
4	864 m/s	1.8552	fish	chicken	vANI	238	0.3747	Hamster	?	-1287	-139	0.9624	2093	1785 mph
0	91 m/s	2.0456	pig	cat, dog	Reilly	529	-0.3747	bird	-247	1526	1798	-2.3216	1051	834 mph
0	-720 m/s	0.42	cat	cat, dog, rabbit	Reilly	437	-0.1064	dog	-365	2262	241	1.0557	1214	NULL
4	848 m/s	-0.3031	fish	chicken	Chris	-98	-0.2785	hamster	828	-1649	657	0.9162	426	252 mph
2	789 m/s	0.0704	guinea pig	FERRET	Inan, Fabrice	476	1.2424	pig	544	344	843	0.7372	NULL	26 mph
1	703 m/s	0.9516	guinea pig	rat	Andrew	1060		cat	700	962	1108	-0.4251	-590	2336 mph
3	1553 m/s	2.1851	ferret	BIRD	Lise	1248	-0.6705	ferret	283	-357	1028	0.2521	-487	954 mph
3	1465 m/s	0.856	hamster	bird	Lise	1564	-0.6744	chicken	640	429	-134	0.2683	1393	1006 mph
2	871 m/s	1.8843	dog	ferret	Michael	2011	-0.1419	pig	1061	-545	612	1.1684	-1123	105 mph
3	606 m/s	0.3421	ferret	bird	Lise	1113	0.9799	rabbit	637	1230	15	0.7462	-1147	-292 mph
4	813 m/s	0.859	fish	guinea pig	Sam	-561	-0.05	hamster	1307	1461	176	-0.8049	182	-121 mph
3	2058 m/s	1.6913	ferret	hamster	Lise	861	0.4138	rabbit	641	1384	-664	0.4476	-989	289 mph
3	1722 m/s	0.1722	hamster	hamster	Lise	1445	0.8952	guinea pig	1873	1161	198	0.9659	-983	158 mph
2	743 m/s	1.2837	fish	ferret	Michael, Inan	1791	0.4514	pig	1887	514	826	2.0979	707	1370 mph
0	1188 m/s	1.6155	pig	dog	Reilly	-13	0.1833	dog	608	1260	-530	-1.6682	576	515 mph
4	132 m/s	1.5468	fish	guinea pig	Vani, Chris	-217	0.7499	hamster	-336	1267	-57	0.1443	1703	903 mph
1	1046 m/s	0.4543	rabbit	bird	Tony, Andrew	2654	0.7945	reptile	1098	2782	386	-0.3033	1012	-40 mph
4	1067 m/s	0.6173	fish	guinea pig	Chris	614	-0.4332	hamster	230	1306	-281	0.2203	400	157 mph
1	-457 m/s	-0.5617	rabbit	guinea pig	Andrew, Tony	1659	0.325	chicken	72	772	-200	-0.7418	1349	-128 mph
1	1401 m/s	1.223	fish	rat, pig	Tony	-927	-0.2677	hamster	174	-442	1440	0.5873	65	1087 mph
4	992 m/s	0.9827	fish	guinea pig	Chris, Sam	620	1.5751	hamster	642	-881	243	-0.4527	1557	1035 mph
0	-204 m/s	0.175	pig	rabbit, dog	Reilly	376	-0.5733	guinea pig	457	1083	507	0.4085	393	89 mph
4	678 m/s	1.8225	fish	bird	Chris, Vani	-409	1.654	hamster	1137	-269	-305	-0.4825	-898	1173 mph
4	712 m/s	0.1574	pig	chicken	Vani	-759	0.3396	hamster	134	-218	-110	-0.1102	2294	-863 mph
1	1126 m/s	-0.347	reptile	pig, fish	n/a	-676	-0.0097	fish	221	2349	62	0.5432	1225	1139 mph
1	-215 m/s	0.5626	RABBIT	fish	Eriq, Tony	897	0.2272	guinea pig	1056	-464	1165	-0.1276	782	966 mph
1	-873 m/s	1.4304	rabbit	rat, pig	Tony	-493	1.4665	ferret	494	1213	1060	-0.1479	-503	470 mph
3	695 m/s	0.9569	rat	hamster	Lise	133	0.4652	ferret	1495	NULL	668	1.0804	322	697 mph
0	537 m/s	0.3709	guinea pig	pig, fish	Reilly	359	-0.6199	dog	546	796	708	0.6186	1447	1474 mph
4	-128 m/s	0.5211	rat	guinea pig	Sam, Chris	-879	1.3899	hamster	None	-973	-556	1.1771	1914	1168 mph
3	1072 m/s	0.9562	ferret	bird	Lise	-101	0.9375	rabbit	72	-220	1370	1.1697	-786	645 mph
3	698 m/s	1.0911	rat	hamster	lISE	404	0.9966	ferret	492	1276	-110	2.1086	-1416	827 mph
2	-949 m/s	0.7813	dog	ferret	Fabrice, Inan	1265	0.2914	pig	245	-22	683	0.3149	-113	657 mph
1	592 m/s	1.2876	rabbit	fish	Eriq	-82	1.0708	reptile	1034	486	-356	0.0143	1285	1123 mph
0	-856 m/s	0.2962	cat	rabbit, cat	Reilly	1086	0.6379	bird	1877	-809	238	0.1266	905	1023 mph
2	1241 m/s	1.9296	chicken	ferret	Inan	768	0.578	pig	861	653	1580	0.1836	-970	1056 mph
2	67 m/s	1.4494	reptile	FERRET	Fabrice	2090	0.072	pig	-148	1430	712	0.3942	N/A	988 mph
1	78 m/s	0.7005	rabbit	pig, fish	Andrew, Tony	1208	0.2536	fish	1128	767	-101	2.3201	1033	296 mph
2	1496 m/s	0.6004	dog	ferret	Fabrice, Michael	867	0.2386	PIG	1814	1110	636	0.3311	89	-693 mph
2	1477 m/s	1.0817	guinea pig	ferret	Fabrice	-390	0.9335	pig	1106	604	1228	0.0906	723	n/a
3	428 m/s	-0.6499	rat	N/A	Lise	1081	0.5818	rabbit	1773	1099	-181	0.1692	-1066	937 mph
4	-300 m/s	0.6272	reptile	chicken	Sam	-4	2.1813	pig	-709	1256	486	1.0985	1154	1417 mph
3	55 m/s	0.2093	hamster	bird	Lise	558	-0.6539	ferret	-259	-545	314	0.9556	99	1552 mph
3	1224 m/s	-0.2431	rat	bird	Lise	1580	0.9029	rabbit	123	-657	1646	-0.0484	-296	902 mph
3	1794 m/s	-0.2967	HAMSTER	ferret	Lise	123	1.7978	rabbit	810	232	756	1.9078	-1435	1253 mph
1	-1059 m/s	0.7712	reptile	fish, pig	Tony	1670	0.7331	pig	451	1845	781	1.0628	1377	1314 mph
2	250 m/s	0.8921	guinea pig	ferret	Michael	-1205	-0.5696	pig	467	262	781	-0.0254	-237	576 mph
1	231 m/s	-0.1554	rabbit	pig, rat	Eriq, Tony	1289	1.7242	fish	-69	1204	419	0.6826	-509	1599 mph
0	661 m/s	0.3907	cat	reptile, dog	Reilly	-518	0.7385	dog	148	886	-225	-0.4814	969	816 mph
0	1060 m/s	1.6158	pig	reptile, rabbit, cat	Reilly	1295	0.3367	bird	9	1307	-22	0.4503	2105	682 mph
2	1615 m/s	0.5069	GUINEA PIG	ferret	Michael, Fabrice	1411	0.7806	pig	903	1563	1560	1.8224	-65	749 mph
4	213 m/s	1.2961	fish	chicken	Sam, Chris	1315	1.5855	guinea pig	143	-1121	886	1.0553	1424	-167 mph
0	2062 m/s	1.5423	pig	dog, reptile	Reilly	294	1.276	bird	-1092	1523	1023	0.9646	800	48 mph
0	89 m/s	0.0639	pig	reptile, dog	Reilly	27	0.4832	dog	-189	1383	-636	1.0207	1575	821 mph
0	751 m/s	1.0165	pig	cat	Reilly	1283	0.6243	bird	755	1658	-1090	1.0903	1308	-487 mph
2	1302 m/s	2.3001	ferret	ferret	Michael, Fabrice	1386	2.6649	pig	944	-1450	1483	1.4728	103	-315 mph
0	-932 m/s	2.24	pig	cat, rabbit, dog	Reilly	939	1.687	ferret	1551	830	160	1.7929	971	665 mph
1	872 m/s	1.7739	ferret	ferret	Reilly	-844	0.8963	rat	-294	1309	1180	-0.434	1097	2055 mph
2	1212 m/s	-0.5873	guinea pig	FERRET	Inan, Michael	1909	1.3759	pig	689	1167	421	-0.303	1745	-1033 mph
3	697 m/s	-0.5049	N/A	hamster	Lise	834	0.8173	Ferret	115	862	105	0.5827	6	1314 mph
2	987 m/s	1.565	chicken	ferret	Fabrice, Inan	815	-0.9864	pig	682	1221	1375	0.4845	-1490	1294 mph
3	345 m/s	-0.8261	hamster	hamster	Lise	418	N/A	Rabbit	639	-262	893	0.9621	176	662 mph
0	-75 m/s	1.6532	pig	cat, dog	Reilly	-327	1.5374	bird	1168	263	679	2.5365	94	595 mph
3	1428 m/s	1.5525	hamster	bird	Lise	1661	1.504	cat	867	-659	-318	-0.1994	-1758	495 mph
4	1223 m/s	1.0727	rat	guinea pig	Sam, Vani	-1	0.785	hamster	375	-153	-79	-0.277	754	-220 mph
3	1033 m/s	-0.3354	hamster	hamster	Lise	673	0.9305	rabbit	555	-12	498	0.9584	-620	672 mph
4	-36 m/s	1.9007	fish	guinea pig	Chris, Sam	-401	0.5262	Hamster	1092	-2069	-244	-2.2657	410	-815 mph
3	378 m/s	0.1386	rat	bird	Lise	-579	0.8537	ferret	1322	-1968	-257	1.277	-506	1477 mph
1	-93 m/s	-0.5436	reptile	fish, pig	Andrew	842	0.7515	fish	724	1643	1252	-0.7183	2277	-153 mph
1	867 m/s	2.647	rabbit	pig, rat	Tony, Andrew	550	1.138	rabbit	1142	1958	-1044	0.8502	-297	165 mph
0	-1140 m/s	0.1627	pig	dog, reptile, cat	Reilly	1851	0.9113	bird	-322	1224	1229	-1.1757	1224	8 mph
4	29 m/s	0.713	fish	chicken	tony	-52	0.5785	hamster	372	947	-8	0.3974	541	1080 mph
4	-427 m/s	0.904	fish	guinea pig	Sam, Vani	529	0.9483	hamster	878	1052	-498	-0.3547	339	1225 mph
3	673 m/s	-0.197	reptile	bird	Lise	-65	-0.0412	ferret	725	-3	-952	1.5877	-1509	-18 mph
4	?	1.0382	cat	chicken	Vani, Chris	-1076	1.1294	hamster	-378	1259	-203	0.8681	-113	-510 mph
3	991 m/s	0.5476	pig	bird	Lise	1337	0.4065	?	935	-619	1308	-0.0595	979	388 mph
2	174 m/s	1.3514	guinea pig	ferret	Michael, Inan	3183	0.0459	pig	1125	117	1416	1.5762	1018	1581 mph
4	-125 m/s	0.4003	fish	chicken	Chris, Vani	19	-1.0063	hamster	1730	338	740	-0.1588	465	1811 mph
2	2387 m/s	1.7354	chicken	ferret	Fabrice, Inan	-617	1.0009	pig	1921	-126	1628	-0.9073	375	-321 mph
3	1077 m/s	1.1846	FISH	cat, reptile, dog	Lise	988	-0.2302	rabbit	372	444	60	1.3517	788	766 mph
0	-137 m/s	0.8535	rat	dog, cat, reptile	Reilly	41	0.1511	dog	-528	-868	-259	0.8381	1330	1210 mph
4	-434 m/s	1.5624	fish	guinea pig	Sam, Chris	605	1.2938	hamster	848	-1009	-4	-0.4818	1815	1287 mph
0	152 m/s	0.2278	cat	rabbit	Reilly	1240	-0.5571	dog	-552	2472	-389	-0.2694	1018	1149 mph
0	146 m/s	1.26	guinea pig	Dog, Reptile, Cat	Reilly	454	1.3324	dog	-193	656	271	1.4426	1037	1389 mph
4	288 m/s	1.7893	fish	chicken	cHRIS	1587	1.1218	dog	-111	-501	174	1.0515	1271	1585 mph
0	639 m/s	0.9144	bird	dog, rabbit, reptile	inan, michael	-512	0.4731	bird	838	1603	-498	0.8437	431	1330 mph
4	1535 m/s	1.2991	hamster	guinea pig	Chris, Vani	906	-0.6379	hamster	951	805	662	1.0042	-394	691 mph
0	864 m/s	1.6829	pig	cat, reptile	Reilly	297	0.9077	bird	-579	383	-500	1.289	1355	-477 mph
1	365 m/s	0.4379	fish	rat, fish	Eriq	3158	-2.205	reptile	28	1434	1105	-0.0646	1892	1261 mph
3	2309 m/s	1.1664	rat	hamster	Lise	1630	0.6485	rabbit	576	-557	-370	-0.0302	-1293	2116 mph
3	93 m/s	1.2501	hamster	hamster	Lise	NULL	-0.0682	ferret	1079	686	757	1.3393	-391	180 mph
2	1499 m/s	2.1367	chicken	ferret	Michael	-557	-0.3643	NULL	782	1509	1068	1.4672	1055	43 mph
4	806 m/s	0.1747	fish	guinea pig	Vani	-1076	-0.1227	hamster	1993	-462	-604	1.3386	-1345	N/A
1	1819 m/s	1.0141	rabbit	rat	Tony, Andrew	-251	-0.7538	reptile	1941	956	1153	1.3589	-1079	2355 mph
0	-250 m/s	1.5808	cat	rabbit, dog, cat	Reilly	-473	2.3259	dog	1108	1640	1447	1.1087	1882	709 mph
0	1381 m/s	1.0255	pig	reptile, rabbit, cat	Reilly	524	0.2199	bird	-428	-874	-247	-0.4899	120	1169 mph
1	-304 m/s	0.3539	reptile	rat	Andrew, Eriq	430	2.2569	reptile	698	661	1382	-0.0394	-526	425 mph
3	508 m/s	3.0966	ferret	hamster	Lise	None	0.9592	ferret	275	415	594	0.1848	524	933 mph
2	1256 m/s	1.2962	guinea pig	ferret	Michael	650	-0.5513	pig	-174	1420	1584	-0.0288	-222	798 mph
3	739 m/s	-0.2147	bird	bird	Lise	448	1.6239	rabbit	931	255	-89	0.2022	632	799 mph
1	551 m/s	-0.0146	reptile	rat	Andrew	1390	0.4463	guinea pig	1521	-144	1881	-0.454	-18	1628 mph
2	-39 m/s	0.8794	chicken	FERRET	Michael	722	0.2939	pig	2060	3398	1684	0.5136	-63	250 mph
2	254 m/s	0.4016	ferret	ferret	Inan	1191	0.9663	pig	1835	1262	1326	1.6258	-1438	1359 mph
0	635 m/s	0.7696	pig	cat, reptile	Reilly	-114	2.0873	bird	-176	192	232	0.8848	1201	-422 mph
1	678 m/s	1.5986	cat	bird	Tony, Andrew	1486	0.7328	reptile	2032	1648	803	-0.5162	n/a	715 mph
4	-521 m/s	0.9645	fish	guinea pig	Sam	765	3.0028	hamster	1066	1473	-111	0.026	2401	422 mph
3	2316 m/s	-0.4077	ferret	bird	Chris, Sam	562	0.5935	ferret	533	646	474	-1.4599	-147	141 mph
4	468 m/s	1.2206	fish	guinea pig	Chris, Vani	1540	1.3697	hamster	1394	490	189	1.5432	-1402	248 mph
3	192 m/s	-0.3221	ferret	hamster	Lise	297	1.1706	ferret	1502	7	-813	-0.1372	-1346	1161 mph
3	1046 m/s	1.2687	ferret	hamster	SAM	656	0.852	rabbit	-289	362	-55	0.967	796	-487 mph
4	1409 m/s	1.147	fish	chicken	Tony	973	0.3267	hamster	477	15	311	0.4951	1579	2321 mph
0	689 m/s	0.6908	pig	cat	Reilly	1041	-1.3374	dog	54	89	598	1.0446	2413	961 mph
3	854 m/s	0.6622	rat	hamster	lISE	384	1.5345	ferret	-525	834	552	0.2888	-46	709 mph
3	-639 m/s	1.0225	fish	hamster	Lise	552	-0.0505	rabbit	481	213	981	-1.0438	1008	1779 mph
2	1632 m/s	0.9805	chicken	ferret	Inan	416	1.3285	pig	755	2206	816	1.734	-932	769 mph
1	-437 m/s	0.102	reptile	fish, rat	Tony	728	2.0142	rat	2116	1957	640	-1.4184	-126	1330 mph
1	-1102 m/s	-0.1054	reptile	pig	Andrew, Tony	-587	-0.3793	chicken	321	1173	1150	0.4498	325	-209 mph
0	-213 m/s	0.0407	pig	dog, reptile	rEILLY	1142	1.1502	bird	233	348	217	-0.6257	1633	-515 mph
4	242 m/s	1.2712	fish	chicken	Sam	985	0.7772	hamster	570	None	88	0.9263	-71	1160 mph
2	1581 m/s	0.2569	guinea pig	ferret	Eriq, Andrew	382	1.6488	bird	-264	190	-652	1.4063	-1438	486 mph
2	1344 m/s	-0.3939	chicken	ferret	Michael	-510	0.8988	pig	473	824	69	0.6103	348	4 mph
0	515 m/s	0.8584	cat	rabbit, dog	Reilly	1326	-0.6344	NULL	-536	1876	1135	0.1915	1392	855 mph
4	-82 m/s	0.9995	fish	guinea pig	Sam	-558	2.5348	pig	1488	2883	967	1.0174	1907	156 mph
1	146 m/s	0.3268	reptile	ferret	Andrew	976	-0.2789	fish	-721	1684	1226	0.1772	-557	136 mph
4	1955 m/s	0.4626	fish	chicken	Vani	-711	-0.1193	hamster	742	-357	556	-0.8694	2316	-609 mph
1	653 m/s	1.6922	rabbit	fish, pig	Tony	50	-0.1799	rat	-510	-665	314	-1.0686	92	-344 mph
4	0 m/s	0.9203	fish	chicken	Vani, Chris	352	1.0155	hamster	-451	420	203	-1.3511	2020	3258 mph
2	1336 m/s	0.2635	dog	ferret	Lise	570	0.2211	pig	254	3007	2118	0.6425	1795	447 mph
0	419 m/s	-0.2803	pig	rabbit, cat	Reilly	1162	-0.5663	bird	-327	1755	788	-0.9871	-1103	994 mph
0	-141 m/s	1.4348	fish	reptile, dog, rabbit	Reilly	-471	1.537	dog	975	973	?	1.4159	724	558 mph
0	136 m/s	2.714	fish	dog, cat	Reilly	-667	-0.0194	dog	1264	1671	-77	-0.139	1271	1452 mph
4	634 m/s	0.6431	fish	guinea pig	Michael	368	0.5886	hamster	1262	?	752	-0.293	1019	35 mph
1	407 m/s	0.392	rabbit	rat, pig	Andrew, Eriq	1412	-0.3551	guinea pig	1466	-1892	674	0.3227	617	-234 mph
2	1091 m/s	1.1953	guinea pig	chicken	Vani	471	0.5454	pig	721	647	1521	0.3665	-566	751 mph
4	-651 m/s	-0.0499	fish	guinea pig	Vani	-596	1.112	hamster	791	-527	323	-1.3473	812	-286 mph
0	-283 m/s	1.0619	cat	cat, dog, rabbit	Reilly	1820	0.3049	bird	-151	39	-282	-0.1472	1091	1930 mph
2	1567 m/s	0.7063	chicken	ferret	Fabrice, Inan	1398	0.3432	pig	1445	1529	1071	1.1455	1153	120 mph
2	2842 m/s	-0.1863	dog	ferret	Inan, Fabrice	970	2.1104	pig	-121	1311	261	1.6873	2191	7 mph
3	452 m/s	-0.167	ferret	bird	Lise	1510	0.5299	Rabbit	930	1885	418	1.0614	1950	545 mph
4	-21 m/s	0.3512	fish	chicken	Reilly	-1075	0.7325	hamster	816	-834	228	-0.1329	1365	930 mph
2	719 m/s	NULL	cat	ferret	Michael, Fabrice	1322	1.4336	pig	1542	-954	1314	0.6918	752	148 mph
2	754 m/s	1.3701	rabbit	NULL	Michael, Inan	-174	1.4262	pig	-571	1132	1054	-0.088	107	1223 mph
3	1020 m/s	0.6247	rat	hamster	Lise	1207	0.2675	ferret	715	1726	588	1.2257	2194	561 mph
4	535 m/s	-0.2132	fish	chicken	Chris	360	1.0394	hamster	1731	-978	873	0.3876	2555	931 mph
2	1179 m/s	1.4932	guinea pig	ferret	Fabrice, Inan	1157	0.8032	pig	1535	778	480	2.944	-132	530 mph
0	-357 m/s	0.8062	pig	reptile	Reilly	-152	0.9279	bird	244	-570	1023	0.657	949	1099 mph
3	1779 m/s	1.2672	hamster	bird	Lise	565	1.4297	ferret	1136	-20	1008	1.7385	-883	479 mph
2	1523 m/s	0.3367	chicken	ferret	Michael	1557	1.4903	pig	378	297	723	2.4051	1026	1077 mph
3	-581 m/s	0.8585	hamster	hamster	Lise	2537	1.0305	rabbit	3117	-627	352	-0.001	504	2116 mph
4	77 m/s	-1.0708	pig	chicken	Sam, Vani	-482	-0.8939	hamster	1271	-1268	672	-0.1722	126	-146 mph
0	-86 m/s	0.272	reptile	rabbit, cat	Reilly	-695	0.7837	bird	48	-353	-1647	0.7563	1918	1129 mph
2	1074 m/s	0.7943	guinea pig	ferret	Inan	934	1.9079	pig	168	2224	1456	0.799	-237	273 mph
1	-392 m/s	-0.2672	rabbit	pig, fish	Andrew	567	0.6522	fish	1109	127	718	-1.2206	-201	512 mph
4	985 m/s	1.3311	fish	chicken	Chris	164	-0.4057	hamster	-482	-398	-219	-0.7019	1584	1349 mph
1	947 m/s	0.7616	rabbit	rat, pig	Eriq, Tony	913	0.067	rat	1317	-492	1573	-0.315	-833	890 mph
1	1018 m/s	1.1139	reptile	fish, pig	Eriq, Tony	1046	0.0599	fish	59	2614	1448	1.2311	-1168	1045 mph
4	-728 m/s	1.481	fish	chicken	Vani, Chris	1365	0.6231	hamster	994	-263	626	-0.2465	1503	1161 mph
4	20 m/s	1.4589	fish	guinea pig	Inan	-655	0.3617	hamster	1341	1866	-468	2.3046	111	555 mph
2	183 m/s	1.7639	dog	hamster	Fabrice	422	0.9546	pig	908	1962	581	-0.3051	1775	623 mph
4	-660 m/s	0.6274	fish	guinea pig	Sam	1083	0.7142	hamster	1346	127	1083	0.2313	-122	771 mph
3	-441 m/s	0.2038	fish	bird	Lise	-353	2.0221	hamster	1331	847	59	0.6313	-510	894 mph
4	937 m/s	0.6524	Fish	guinea pig	Vani, Sam	551	N/A	hamster	1746	-639	-35	0.4283	1723	1 mph
1	298 m/s	-0.0348	ferret	rat	Tony	221	1.155	guinea pig	968	950	-390	0.3485	-892	1880 mph
1	1282 m/s	0.2413	reptile	fish, rat	Andrew, Tony	1582	0.0569	chicken	368	315	2638	0.6547	959	1558 mph
0	452 m/s	1.7806	pig	cat, dog	Inan	1526	-0.6655	dog	-532	2111	-167	0.2844	297	-15 mph
3	-169 m/s	0.1234	ferret	hamster	Lise	144	0.2716	ferret	NULL	1168	465	0.3663	308	1326 mph
4	1137 m/s	0.5521	fish	ferret	Vani, Sam	-804	-0.1581	HAMSTER	786	433	-91	-0.773	1899	1588 mph
2	482 m/s	1.2868	fish	ferret	Fabrice, Michael	1916	1.2103	pig	1307	104	745	0.5937	628	1329 mph
3	443 m/s	2.0495	Hamster	bird	Lise	55	0.6895	rabbit	463	1338	659	-0.3242	398	120 mph
0	394 m/s	0.3057	guinea pig	cat	Reilly	85	1.2083	bird	921	508	231	1.9432	1417	1503 mph
3	909 m/s	-0.9181	hamster	hamster	Lise	1208	1.1211	None	599	9	1579	0.4027	532	2651 mph
3	1644 m/s	0.3888	bird	hamster	Eriq, Andrew	1606	0.3341	ferret	588	-1273	315	2.3486	-3210	624 mph
4	N/A	3.1528	fish	bird	Sam	588	0.7996	hamster	1547	747	1316	0.2258	136	721 mph
4	-3 m/s	1.9128	chicken	guinea pig	Chris, Sam	1228	0.4015	hamster	427	-697	-1125	-0.2372	952	-74 mph
3	632 m/s	1.3514	bird	hamster	Lise	407	0.7707	rabbit	1337	-526	480	-0.4146	-435	564 mph
1	807 m/s	0.6906	reptile	fish	Andrew, Eriq	890	-0.3863	reptile	873	1949	2376	-0.3864	1259	1089 mph
4	-81 m/s	0.2292	fish	chicken	Vani, Sam	1347	0.5241	hamster	308	-747	-27	-0.9526	8	-304 mph
2	1061 m/s	-0.1704	dog	ferret	Michael	2281	0.1664	pig	1085	290	218	0.817	-1953	154 mph
3	2372 m/s	0.1828	ferret	hamster	lise	2474	0.8937	rabbit	1719	341	924	-1.6455	-347	286 mph
4	260 m/s	0.0786	fish	guinea pig	Eriq, Andrew	-200	-0.4985	hamster	837	-153	712	0.4591	461	112 mph
2	1299 m/s	0.7158	guinea pig	ferret	Inan	634	-0.7343	pig	1706		1583	1.552	-2366	-387 mph
0	1388 m/s	1.4345	cat	rabbit	Reilly	-779	0.0837	dog	-93	546	565	0.264	1888	935 mph
1	527 m/s	-0.0424	reptile	fish, pig	Andrew, Tony	807	0.4609	chicken	841	558	632	-1.5739	-918	1956 mph
